1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21432
0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17116	0.0	0.0	0.0	0.0	0.0	0.0	0.40706	0.0	0.0	0.0	0.0	0.0	0.0	0.40706	0.38986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32843	0.0	0.0	0.0	0.0	0.0	0.0	0.15093	0.0	0.0	0.21432	0.0	0.31067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23689	0.0	0.0	0.0	0.09946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14246	0.18092	0.0	0.26979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	1.0	0.02845	0.08131	0.1481	0.11685	0.05009	0.12294	0.03755	0.12391	0.10152	0.21615	0.0	0.0	0.08733	0.12294	0.06237	0.15984	0.0	0.05887	0.07246	0.0	0.0	0.05943	0.05866	0.05213	0.0	0.08962	0.0	0.04742	0.28907	0.10609	0.0	0.0	0.06824	0.0	0.06525	0.09432	0.0	0.0	0.13459	0.05176	0.0	0.06824	0.03484	0.09423	0.0	0.0	0.0	0.0	0.08733	0.0	0.0341	0.06173	0.0	0.03412	0.09874	0.05609	0.05009	0.04721	0.07344	0.04748	0.08439	0.0	0.0	0.0	0.0	0.0	0.0823	0.0	0.0	0.0	0.0	0.0	0.06202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06525	0.02845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05235	0.0	0.0	0.0	0.0	0.0	0.06294	0.0	0.0	0.05887	0.0	0.0	0.05167	0.0	0.0	0.0	0.0	0.05609	0.04427	0.06335	0.0	0.04246	0.0	0.05213	0.0
0.0	0.0	0.02845	1.0	0.09485	0.05118	0.03922	0.0819	0.04118	0.7339	0.02302	0.03292	0.02404	0.0	0.0	0.02845	0.1321	0.01972	0.06825	0.0	0.09562	0.07773	0.0	0.0	0.06986	0.06897	0.14921	0.0	0.03033	0.0	0.07769	0.0	0.03572	0.0	0.0	0.11465	0.0	0.01905	0.03187	0.0	0.0	0.02495	0.14299	0.0	0.11465	0.0	0.11667	0.0	0.0	0.0	0.0	0.02845	0.0	0.05427	0.32947	0.0	0.05869	0.03205	0.01709	0.14359	0.07026	0.02312	0.26921	0.02861	0.0	0.0	0.0	0.0	0.0	0.02686	0.0	0.0	0.0	0.0	0.0	0.08042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01905	0.34713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07887	0.0	0.0	0.09562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01709	0.0336	0.02002	0.0	0.01253	0.0	0.14921	0.0
0.0	0.0	0.08131	0.09485	1.0	0.13489	0.67051	0.09716	0.11252	0.12778	0.06842	0.09348	0.06911	0.17808	0.0	0.23941	0.28199	0.17347	0.19869	0.0	0.11248	0.22572	0.0	0.04085	0.30277	0.24836	0.25079	0.0	0.22906	0.0	0.09241	0.0	0.09824	0.0	0.0	0.13083	0.0	0.0608	0.25929	0.0	0.0	0.07391	0.3455	0.0	0.13083	0.0	0.33299	0.0	0.0	0.0	0.0	0.23941	0.0	0.06714	0.12139	0.0	0.06899	0.09112	0.1561	0.3222	0.14967	0.0687	0.094	0.07935	0.0	0.0	0.0	0.08037	0.0	0.07694	0.0	0.0	0.0	0.0	0.0	0.17125	0.0	0.0	0.0	0.21214	0.0	0.0	0.0	0.0	0.0608	0.09485	0.0	0.04159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07915	0.0	0.0	0.0	0.22859	0.0	0.0	0.11248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1561	0.04118	0.05978	0.0	0.04053	0.0	0.25079	0.0
0.0	0.0	0.1481	0.05118	0.13489	1.0	0.20598	0.09377	0.82914	0.06686	0.12426	0.18175	0.11839	0.0	0.0	0.1481	0.22143	0.10158	0.08573	0.0	0.1199	0.11648	0.0	0.0	0.09135	0.08993	0.09945	0.0	0.14419	0.0	0.08663	0.0	0.1802	0.0	0.0	0.13806	0.0	0.11806	0.15407	0.0	0.0	0.13848	0.10656	0.06537	0.13806	0.05407	0.17498	0.0	0.0	0.0	0.22713	0.1481	0.0	0.05879	0.09561	0.0	0.05272	0.17486	0.09317	0.09377	0.0756	0.12495	0.08085	0.13354	0.0	0.11215	0.0	0.0	0.0	0.13703	0.0	0.0	0.0	0.0	0.0	0.09616	0.0	0.27613	0.0	0.0	0.0	0.0	0.0	0.0	0.11806	0.05118	0.0	0.0	0.0	0.08748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10272	0.0	0.0	0.1199	0.0	0.27613	0.0	0.0	0.0	0.0	0.0	0.09317	0.07358	0.10356	0.0	0.06912	0.0	0.09945	0.0
0.0	0.0	0.11685	0.03922	0.67051	0.20598	1.0	0.07093	0.1706	0.0516	0.09778	0.14017	0.09535	0.299	0.0	0.34406	0.1706	0.23942	0.06946	0.0	0.08733	0.09393	0.0	0.0619	0.22081	0.20481	0.0746	0.0	0.32039	0.0	0.06623	0.0	0.14236	0.0	0.0	0.10095	0.0	0.09024	0.36426	0.0	0.0	0.10782	0.07717	0.0	0.10095	0.0	0.13265	0.0	0.0	0.0	0.0	0.34406	0.0	0.04599	0.07825	0.0	0.0433	0.13548	0.21744	0.07093	0.0608	0.09827	0.06381	0.10863	0.0	0.0	0.0	0.11715	0.0	0.10894	0.0	0.0	0.0	0.0	0.0	0.07867	0.0	0.0	0.0	0.36032	0.0	0.0	0.0	0.0	0.09024	0.03922	0.0	0.0609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13289	0.0	0.0	0.0	0.08216	0.0	0.0	0.08733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21744	0.05866	0.08277	0.0	0.05512	0.0	0.0746	0.0
0.0	0.0	0.05009	0.0819	0.09716	0.09377	0.07093	1.0	0.07607	0.11146	0.04111	0.06112	0.04024	0.0	0.0	0.05009	0.15214	0.03375	0.06428	0.0	0.20115	0.0802	0.0	0.0	0.06629	0.06527	0.16813	0.0	0.05013	0.0	0.14716	0.0	0.0623	0.0	0.0	0.23689	0.0	0.0373	0.05348	0.0	0.0	0.0457	0.17479	0.0	0.23689	0.0	0.12907	0.0	0.0	0.0	0.0	0.05009	0.0	0.09834	0.06933	0.0	0.09316	0.05887	0.03026	0.15885	0.06221	0.04134	0.14147	0.0465	0.0	0.0	0.0	0.0	0.0	0.04643	0.0	0.0	0.0	0.0	0.0	0.07382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0373	0.0819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07678	0.0	0.0	0.34084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03026	0.05736	0.0344	0.0	0.02207	0.0	0.16813	0.0
0.0	0.0	0.12294	0.04118	0.11252	0.82914	0.1706	0.07607	1.0	0.05454	0.10243	0.14902	0.09936	0.0	0.0	0.12294	0.18246	0.08451	0.07178	0.0	0.09525	0.09783	0.0	0.0	0.07745	0.07628	0.08031	0.0	0.12192	0.0	0.07069	0.0	0.15053	0.0	0.0	0.11052	0.0	0.09487	0.12984	0.0	0.0	0.11351	0.08394	0.05557	0.11052	0.04641	0.14137	0.0	0.0	0.0	0.18739	0.12294	0.0	0.04831	0.08093	0.0	0.04497	0.14373	0.07671	0.07607	0.06272	0.10298	0.0675	0.11332	0.0	0.09377	0.0	0.0	0.0	0.11422	0.0	0.0	0.0	0.0	0.0	0.08138	0.0	0.2238	0.0	0.0	0.0	0.0	0.0	0.0	0.09487	0.04118	0.0	0.0	0.0	0.07299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08542	0.0	0.0	0.09525	0.0	0.2238	0.0	0.0	0.0	0.0	0.0	0.07671	0.06177	0.08608	0.0	0.05682	0.0	0.08031	0.0
0.0	0.0	0.03755	0.7339	0.12778	0.06686	0.0516	0.11146	0.05454	1.0	0.0309	0.04419	0.03119	0.0	0.0	0.03755	0.18259	0.02608	0.0903	0.0	0.13332	0.10533	0.0	0.0	0.09169	0.09043	0.20634	0.0	0.03876	0.0	0.10496	0.0	0.04646	0.0	0.0	0.157	0.0	0.02703	0.04093	0.0	0.0	0.03376	0.20567	0.0	0.157	0.0	0.16282	0.0	0.0	0.0	0.0	0.03755	0.0	0.07318	0.43132	0.0	0.07398	0.04288	0.02315	0.19747	0.0914	0.03104	0.36222	0.03635	0.0	0.0	0.0	0.0	0.0	0.03524	0.0	0.0	0.0	0.0	0.0	0.10404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02703	0.49146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10554	0.0	0.0	0.13332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02315	0.0434	0.02652	0.0	0.01714	0.0	0.20634	0.0
