1.0	0.26706	0.09319	0.04584	0.05554	0.03647	0.06582	0.05995	0.05505	0.0817	0.03968	0.11042	0.11869	0.06139	0.1507	0.22946	0.05554	0.05825	0.05554	0.05152	0.13812	0.04036	0.05182	0.04726	0.16112	0.07415	0.05554	0.12138	0.04584	0.17486	0.06645	0.07415	0.22946	0.09679	0.04106	0.04438	0.16112	0.052	0.05554	0.22946
0.26706	1.0	0.16343	0.06176	0.08078	0.0479	0.10453	0.09046	0.07668	0.10388	0.05236	0.15522	0.2623	0.09377	0.22946	0.48071	0.08078	0.08304	0.08078	0.07	0.21098	0.05354	0.07577	0.06641	0.26979	0.1196	0.08078	0.18094	0.06176	0.31067	0.10077	0.1196	0.48071	0.17486	0.05615	0.05915	0.26979	0.07349	0.08078	0.48071
0.09319	0.16343	1.0	0.11839	0.1481	0.09317	0.18175	0.16225	0.14419	0.09561	0.10158	0.13489	0.36772	0.16695	0.08085	0.13806	0.1481	0.15407	0.1481	0.13354	0.0742	0.10356	0.13848	0.12426	0.22143	0.20598	0.1481	0.06458	0.11839	0.09945	0.1802	0.20598	0.13806	0.53271	0.10673	0.1141	0.22143	0.13703	0.1481	0.13806
0.04584	0.06176	0.11839	1.0	0.21615	0.04884	0.08319	0.26336	0.07641	0.05443	0.05422	0.06911	0.13896	0.07908	0.03937	0.05264	0.07341	0.07979	0.07341	0.18188	0.03515	0.05495	0.2259	0.21067	0.09936	0.09535	0.07341	0.03053	0.54655	0.04155	0.08806	0.09535	0.05264	0.12151	0.05363	0.18175	0.09936	0.06983	0.07341	0.05264
0.05554	0.08078	0.1481	0.21615	1.0	0.05609	0.10152	0.1584	0.08962	0.06173	0.06237	0.08131	0.18175	0.09547	0.04748	0.06824	0.08733	0.09432	0.08733	0.08439	0.04243	0.06335	0.13459	0.12391	0.12294	0.11685	0.08733	0.0366	0.21615	0.05213	0.10609	0.11685	0.06824	0.15302	0.06251	0.44499	0.12294	0.0823	0.08733	0.06824
0.03647	0.0479	0.09317	0.04884	0.05609	1.0	0.06299	0.05914	0.33357	0.04233	0.79036	0.1561	0.10777	0.0601	0.03066	0.04001	0.35015	0.18431	0.05609	0.05727	0.24792	0.04144	0.04966	0.04652	0.07671	0.21744	0.64227	0.0227	0.04884	0.03116	0.06861	0.21744	0.04001	0.09541	0.03929	0.04768	0.07671	0.05353	0.16514	0.04001
0.06582	0.10453	0.18175	0.08319	0.10152	0.06299	1.0	0.10994	0.10273	0.0685	0.07016	0.09348	0.23518	0.1127	0.056	0.08733	0.10152	0.10894	0.10152	0.09591	0.05009	0.0714	0.09251	0.08407	0.14902	0.14017	0.10152	0.04288	0.08319	0.06418	0.12496	0.14017	0.08733	0.18921	0.0712	0.08046	0.14902	0.24292	0.10152	0.08733
0.05995	0.09046	0.16225	0.26336	0.1584	0.05914	0.10994	1.0	0.09535	0.06474	0.06581	0.08662	0.20353	0.10288	0.05115	0.07607	0.09348	0.10068	0.09348	0.3429	0.04572	0.0669	0.8461	0.77458	0.13398	0.12679	0.09348	0.03931	0.26336	0.05719	0.11422	0.12679	0.07607	0.16817	0.06632	0.12764	0.13398	0.08775	0.09348	0.07607
0.05505	0.07668	0.14419	0.07641	0.08962	0.33357	0.10273	0.09535	1.0	0.06502	0.36982	0.22906	0.29233	0.09718	0.04776	0.06591	0.5073	0.26382	0.08962	0.08661	0.36113	0.11345	0.08245	0.07644	0.20659	0.32039	0.5073	0.03786	0.07641	0.05193	0.18094	0.32039	0.06591	0.14842	0.1126	0.07435	0.20659	0.14385	0.24452	0.06591
0.0817	0.10388	0.09561	0.05443	0.06173	0.04233	0.0685	0.06474	0.06502	1.0	0.04693	0.12139	0.10859	0.06569	0.23361	0.08856	0.06173	0.06746	0.06173	0.06222	0.06204	0.04748	0.05597	0.05277	0.15787	0.07825	0.06173	0.25316	0.05443	0.12346	0.07327	0.07825	0.1475	0.09764	0.04589	0.05325	0.15787	0.05917	0.06173	0.08856
0.03968	0.05236	0.10158	0.05422	0.06237	0.79036	0.07016	0.06581	0.36982	0.04693	1.0	0.17347	0.1178	0.0669	0.03372	0.04421	0.38939	0.20247	0.06237	0.06285	0.27596	0.04655	0.05591	0.05234	0.08451	0.23942	0.71425	0.02556	0.05422	0.03477	0.07547	0.23942	0.04421	0.10406	0.04473	0.05292	0.08451	0.05949	0.18365	0.04421
0.11042	0.15522	0.13489	0.06911	0.08131	0.1561	0.09348	0.08662	0.22906	0.12139	0.17347	1.0	0.16225	0.08832	0.094	0.13083	0.23941	0.25929	0.08131	0.07935	0.19382	0.05978	0.07391	0.06842	0.28199	0.67051	0.23941	0.25154	0.06911	0.16744	0.09824	0.31623	0.13083	0.13896	0.05871	0.06722	0.28199	0.07694	0.23941	0.13083
0.11869	0.2623	0.36772	0.13896	0.18175	0.10777	0.23518	0.20353	0.29233	0.10859	0.1178	0.16225	1.0	0.21098	0.10198	0.21365	0.18175	0.18685	0.18175	0.1575	0.09377	0.20413	0.17049	0.14943	0.50174	0.2691	0.18175	0.08042	0.13896	0.13808	0.38418	0.2691	0.21365	0.39344	0.21407	0.13308	0.50174	0.28019	0.18175	0.21365
0.06139	0.09377	0.16695	0.07908	0.09547	0.0601	0.1127	0.10288	0.09718	0.06569	0.0669	0.08832	0.21098	1.0	0.05234	0.07873	0.09547	0.10273	0.09547	0.09106	0.04679	0.06802	0.08692	0.07943	0.13762	0.13004	0.09547	0.04019	0.07908	0.05887	0.11685	0.13004	0.07873	0.17322	0.06753	0.07661	0.13762	0.0895	0.09547	0.07873
0.1507	0.22946	0.08085	0.03937	0.04748	0.03066	0.056	0.05115	0.04776	0.23361	0.03372	0.094	0.10198	0.05234	1.0	0.19512	0.04748	0.05047	0.04748	0.04477	0.11775	0.03429	0.04376	0.04001	0.13669	0.06381	0.04748	0.52562	0.03937	0.14793	0.05737	0.06381	0.30623	0.08387	0.03443	0.03814	0.13669	0.04453	0.04748	0.19512
0.22946	0.48071	0.13806	0.05264	0.06824	0.04001	0.08733	0.07607	0.06591	0.08856	0.04421	0.13083	0.21365	0.07873	0.19512	1.0	0.06824	0.07119	0.06824	0.06034	0.30016	0.04518	0.06322	0.05567	0.2238	0.10095	0.06824	0.1506	0.05264	0.25557	0.08573	0.10095	0.39024	0.14709	0.0467	0.05048	0.2238	0.0623	0.06824	0.39024
0.05554	0.08078	0.1481	0.07341	0.08733	0.35015	0.10152	0.09348	0.5073	0.06173	0.38939	0.23941	0.18175	0.09547	0.04748	0.06824	1.0	0.27771	0.08733	0.08439	0.3938	0.06335	0.07943	0.07313	0.12294	0.34406	0.54518	0.0366	0.07341	0.05213	0.10609	0.34406	0.06824	0.15302	0.06251	0.07128	0.12294	0.0823	0.25713	0.06824
0.05825	0.08304	0.15407	0.07979	0.09432	0.18431	0.10894	0.10068	0.26382	0.06746	0.20247	0.25929	0.18685	0.10273	0.05047	0.07119	0.27771	1.0	0.27771	0.26154	0.17406	0.0698	0.08681	0.08018	0.12984	0.36426	0.27771	0.03994	0.07979	0.05554	0.33216	0.36426	0.07119	0.1589	0.06951	0.24032	0.12984	0.0891	0.27771	0.07119
0.05554	0.08078	0.1481	0.07341	0.08733	0.05609	0.10152	0.09348	0.08962	0.06173	0.06237	0.08131	0.18175	0.09547	0.04748	0.06824	0.08733	0.27771	1.0	0.24328	0.04243	0.06335	0.07943	0.07313	0.12294	0.11685	0.08733	0.0366	0.07341	0.05213	0.31238	0.11685	0.06824	0.15302	0.06251	0.22225	0.12294	0.0823	0.08733	0.06824
0.05152	0.07	0.13354	0.18188	0.08439	0.05727	0.09591	0.3429	0.08661	0.06222	0.06285	0.07935	0.1575	0.09106	0.04477	0.06034	0.08439	0.26154	0.24328	1.0	0.04047	0.06372	0.29424	0.27398	0.11332	0.10863	0.08439	0.03556	0.18188	0.04805	0.28927	0.10863	0.06034	0.13716	0.06301	0.25842	0.11332	0.08019	0.08439	0.06034
0.13812	0.21098	0.0742	0.03515	0.04243	0.24792	0.05009	0.04572	0.36113	0.06204	0.27596	0.19382	0.09377	0.04679	0.11775	0.30016	0.3938	0.17406	0.04243	0.04047	1.0	0.03023	0.03863	0.0353	0.12233	0.22035	0.3938	0.09042	0.03515	0.13246	0.05193	0.22035	0.17715	0.07699	0.03001	0.03405	0.12233	0.03978	0.16176	0.17715
0.04036	0.05354	0.10356	0.05495	0.06335	0.04144	0.0714	0.0669	0.11345	0.04748	0.04655	0.05978	0.20413	0.06802	0.03429	0.04518	0.06335	0.0698	0.06335	0.06372	0.03023	1.0	0.05679	0.05311	0.14586	0.08277	0.06335	0.02598	0.05495	0.03545	0.13	0.08277	0.04518	0.10614	0.49419	0.05362	0.14586	0.24906	0.06335	0.04518
0.05182	0.07577	0.13848	0.2259	0.13459	0.04966	0.09251	0.8461	0.08245	0.05597	0.05591	0.07391	0.17049	0.08692	0.04376	0.06322	0.07943	0.08681	0.07943	0.29424	0.03863	0.05679	1.0	0.65273	0.11351	0.10782	0.07943	0.03289	0.2259	0.04759	0.09778	0.10782	0.06322	0.14314	0.05539	0.10965	0.11351	0.07482	0.07943	0.06322
0.04726	0.06641	0.12426	0.21067	0.12391	0.04652	0.08407	0.77458	0.07644	0.05277	0.05234	0.06842	0.14943	0.07943	0.04001	0.05567	0.07313	0.08018	0.07313	0.27398	0.0353	0.05311	0.65273	1.0	0.10243	0.09778	0.07313	0.03017	0.21067	0.04264	0.08944	0.09778	0.05567	0.128	0.05152	0.10245	0.10243	0.0692	0.07313	0.05567
